,no_edges,pct_edges_cause_isolation,avg_pct_trips_isolated,max_pct_trips_isolated,pct_edges_cause_delay,avg_pct_trips_delayed,max_pct_trips_delayed,IncomeLevel,GDP_CAP,AreaKM,Continent,SIDS,mean_slope,max_slope,landlocked,population,builtarea,Density,Clique_No,Edge_Connectivity,Ave_Path_Length,Assortativity,Diameter,Max_Degree,Transivitity,Articulation_Points,Total_Edge_Length,logGDP_CAP,logAREA,logPOP,POP_AREA,logEdges
VNM,73373.0,0.15,2.07,3.96,13.91,6.04,50.4,Lower middle income,2715.0,329430.0080920123,Asia,0.0,5.686011408905312,54.0,0.0,96011464.0,1.7439956796560752,6.25774763856337e-05,4.0,1.0,205.5361163478977,0.11277872503026,538.0,16.0,0.1082030372106463,4916.0,98114938.66280182,7.906547232368036,12.705119191823545,18.379978158969173,291.4472320116729,11.203311299518708
YEM,11484.0,0.73,2.12,3.96,20.84,5.43,23.84,Low income,968.0,453725.5306847719,Asia,0.0,3.3421731927985,53.0,0.0,28586366.0,0.03642818834711947,0.0004125445886015,4.0,1.0,63.07771820596558,0.1006835027077564,156.0,12.0,0.1146078351853353,649.0,20851815.979510363,6.875232087276577,13.025247736241575,17.168440448839466,63.003653236918076,9.348710041240954
CRI,4353.0,0.94,3.84,18.18,35.81,4.78,25.35,Upper middle income,12238.0,51266.72126847441,Central-America,0.0,6.481628878577208,42.0,0.0,4684270.0,0.8651726567643186,0.0010881939580111,3.0,1.0,32.41932165493477,0.0670165784248572,86.0,12.0,0.1539657853810264,170.0,8706849.636639174,9.412301144022486,10.844797112439771,15.359720645078585,91.37057888819021,8.378620541552298
CUB,18653.0,0.35,2.12,3.96,18.02,5.13,48.12,Upper middle income,8822.0,110966.47794205969,Central-America,1.0,1.514141237248807,39.0,0.0,11050595.0,0.8960146990479223,0.0002603479154266,4.0,1.0,102.40406586873443,0.1244391973438554,264.0,9.0,0.1506282299346053,874.0,19791349.727718808,9.085003880664885,11.616983434161146,16.21799483063223,99.58498462724918,9.833762270044563
GTM,9830.0,0.98,2.54,13.15,25.11,3.85,21.52,Upper middle income,4620.0,109303.67493649192,Central-America,0.0,5.90463756084676,49.0,0.0,17385524.0,0.6098149391263089,0.0004597210900674,4.0,1.0,49.82213077685382,0.1571694290165953,125.0,10.0,0.1181908057340583,669.0,17141336.63140106,8.438149984075784,11.601885296074173,16.671148463895957,159.05708577594862,9.193194213141211
HND,5239.0,1.7,2.18,5.88,29.17,5.78,33.68,Lower middle income,2575.0,112265.12107140028,Central-America,0.0,6.744508482350939,51.0,0.0,9158579.0,0.4560018961716144,0.0008105126852429,4.0,1.0,47.1498073117867,0.1053118295059109,121.0,10.0,0.1262582686223756,468.0,12045297.358411668,7.853604813097837,11.628618505408692,16.03020159361189,81.57991469296302,8.56388591940822
NIC,3466.0,1.67,3.39,11.39,26.89,5.99,31.09,Lower middle income,1913.0,128296.41551943078,Central-America,0.0,2.7279213128413433,36.0,0.0,6582732.0,0.2077895662652422,0.0014084444085041,3.0,1.0,33.0738413350395,0.0627794889239423,79.0,8.0,0.1732510288065843,146.0,7340391.08008069,7.556427969440253,11.76209861193933,15.69996041469923,51.30877564543516,8.150756470275551
PAN,5628.0,1.88,3.05,14.87,27.81,11.19,48.81,High income,15731.0,75123.21357855652,Central-America,0.0,5.257622984144193,36.0,0.0,3879140.25,0.532311564320076,0.0008409651015919,3.0,1.0,67.88964559477287,0.0633159999458238,211.0,12.0,0.128047215807031,315.0,7238119.579285795,9.663388566822505,11.226884892234397,15.171124101994314,51.63703820981479,8.63550941823428
SLV,7100.0,0.55,2.1,3.96,29.62,4.75,34.3,Lower middle income,4187.0,20429.165934834775,Central-America,0.0,5.641321169666857,44.0,0.0,6535892.5,1.8991768307106673,0.0006706400673813,3.0,1.0,44.71697912354144,0.0911664964907177,119.0,12.0,0.127242414138046,327.0,8568195.509841733,8.339739766019143,9.924718861468483,15.692819468018296,319.92948321278885,8.867850063029406
HUN,32002.0,0.16,2.0,2.0,21.73,1.68,28.02,High income,16476.0,93045.6660452114,Europe,0.0,0.9136061779946673,17.0,1.0,9480571.0,3.3932640193426034,0.0001430621585543,4.0,1.0,72.13739712149031,-0.0065993937640201,204.0,10.0,0.1877752249664943,1578.0,36389994.68807276,9.709660055555972,11.440845684362474,16.06475510448484,101.89159154810433,10.37355367982882
ALB,5772.0,1.26,2.61,5.88,31.34,5.34,34.1,Upper middle income,5353.0,28717.488344159905,Europe,0.0,11.000881017462218,52.0,0.0,2763244.25,1.329865245374095,0.0007992356582062,3.0,1.0,50.82041083371412,0.0444216503422369,176.0,12.0,0.145521384380884,399.0,8194039.920706451,8.585412430393381,10.265261566140131,14.831916000288018,96.22165479391388,8.660773919893762
AND,473.0,8.88,8.3,31.09,55.81,12.54,44.67,High income,40886.0,451.74200976633006,Europe,0.0,17.59493670886076,38.0,1.0,106999.640625,1.647763534330986,0.0104761904761904,3.0,1.0,23.63145071982281,-0.074576143895158,73.0,10.0,0.1524725274725274,68.0,313069.9070477983,10.618542985144954,6.113111242025003,11.580580754793543,236.86006240674203,6.159095388491933
AUT,48471.0,0.11,2.0,2.0,16.47,2.45,37.86,High income,50277.0,83836.40509991841,Europe,0.0,10.466513342015572,60.0,1.0,8694862.0,2.7666152156490247,9.363417139474383e-05,4.0,1.0,93.21702722812392,0.0258621031550953,306.0,11.0,0.1539781691041657,1954.0,44807016.18842584,10.825302995052983,11.33662262053346,15.978242834454232,103.71224755686073,10.788720959944941
BEL,65778.0,0.05,2.0,2.0,15.37,1.14,21.15,High income,46117.0,30696.378978640474,Europe,0.0,1.0955037157165006,11.0,0.0,11445175.0,14.635577436497242,7.205686549309302e-05,3.0,1.0,74.51655690137802,0.0796866100290765,202.0,10.0,0.1664596553826697,1242.0,34749517.40225929,10.738936924565653,10.331899978040322,16.25307880177178,372.8509805004662,11.094040714902595
BGR,19436.0,0.15,2.07,3.96,24.89,2.26,23.39,Upper middle income,9738.0,111601.50248369339,Europe,0.0,4.597849097186845,43.0,0.0,7000086.5,1.6799186637258312,0.0002562074446137,4.0,1.0,59.022013197056175,0.0523141640628534,154.0,11.0,0.1838088918380889,468.0,25461054.50155256,9.183791036742646,11.622689791954253,15.761433064086095,62.723944966805576,9.874882295525794
BIH,5889.0,0.37,2.0,2.0,39.31,3.07,26.0,Upper middle income,6073.0,51096.97220891755,Europe,0.0,7.2098611799103525,48.0,0.0,3398506.25,0.9313490639835995,0.0008210437028359,4.0,1.0,36.97490609373645,-0.0118788595770316,97.0,10.0,0.1898699645357824,241.0,12463352.479213454,8.711607995897575,10.841480522164638,15.038846554813777,66.51091254692554,8.68084148294457
BLR,44701.0,0.16,2.0,2.0,22.32,1.9,24.12,Upper middle income,6663.0,207031.8692805001,Europe,0.0,0.27837996952486493,4.0,1.0,9209006.0,1.3873789719642686,9.050494118084866e-05,4.0,1.0,98.10494782380322,0.047394641497106,260.0,12.0,0.1327007299270073,4799.0,75187397.0952136,8.804325112562537,12.240628018274021,16.03569247623983,44.48110347457205,10.707751151716078
CHE,33904.0,0.2,2.09,3.96,16.47,1.84,41.43,High income,81994.0,41222.252979549994,Europe,0.0,14.866494241376355,67.0,1.0,8539502.0,4.82241496355581,0.0001410528687195,4.0,1.0,78.50272784657339,0.0047830576496374,214.0,10.0,0.1512509991403622,1305.0,25654903.353493225,11.314401352837574,10.62673351038771,15.960213250247106,207.15757589077856,10.431288280508081
CZE,51017.0,0.08,2.0,2.0,18.85,1.5,21.94,High income,23102.0,78798.379227538,Europe,0.0,2.7602310685508074,25.0,1.0,10728493.0,3.7748917530455497,8.547443509439537e-05,4.0,1.0,89.7702143214873,0.0414733944538055,271.0,10.0,0.1390654969963098,2817.0,61064520.0146145,10.047674472848625,11.27464770745599,16.188413657399334,136.15118870681886,10.839914189496584
DEU,375379.0,0.0,2.0,2.0,8.9,0.81,11.19,High income,46259.0,357821.87607821403,Europe,0.0,1.7338511032890505,53.0,0.0,78757672.0,6.537281767239983,1.29039287032773e-05,4.0,1.0,150.08767946507422,0.0273818220786412,411.0,12.0,0.1804506580231968,5790.0,283493975.2722169,10.742011318604094,12.787790588708193,18.181886253147002,220.10301008758015,12.835691461239513
DNK,51862.0,0.03,2.0,2.0,15.57,1.29,31.01,High income,59822.0,43122.10514698171,Europe,0.0,0.5378973383597372,5.0,0.0,5747170.0,5.31401224181481,9.89508341996826e-05,3.0,1.0,103.311893422438,0.0136252544710498,306.0,14.0,0.1690461009619382,1510.0,37040806.28093728,10.999128765259284,10.67179102505403,15.564218117703154,133.27665661058913,10.85634162371733
ESP,347049.0,0.01,2.0,2.0,5.59,1.57,18.34,High income,29614.0,506548.90449632035,Europe,0.0,4.672532125883875,54.0,0.0,50968644.0,1.6276193703327204,1.4366127980158409e-05,4.0,1.0,194.28149279650916,0.0098282467657648,505.0,24.0,0.18340197656938,11494.0,222259932.2850669,10.296002501468664,13.135376151803186,17.746721178077696,100.61939439130747,12.75722125933439
EST,11792.0,0.23,2.57,7.76,36.89,2.23,18.51,High income,23660.0,45469.00923905507,Europe,0.0,0.20548960691093474,3.0,0.0,1343423.75,0.5620085099069243,0.0004046283137907,3.0,1.0,53.04892018764844,0.0273201070085304,146.0,8.0,0.1566072526121696,358.0,16234115.057896417,10.071541137532378,10.72478625724925,14.110731950682002,29.545920891675863,9.375176614429117
FIN,55417.0,0.06,2.0,2.0,15.66,2.38,17.25,High income,48686.0,336795.6777989304,Europe,0.0,0.9363969147015465,17.0,0.0,5513563.5,0.3126615521224258,8.555570624247791e-05,4.0,1.0,89.64777695314753,0.0718122249678893,236.0,8.0,0.1693062443342398,2256.0,84349633.74818431,10.793146793409365,12.727231728129395,15.52272170529964,16.370648032162812,10.922641684869495
FRA,25054.0,0.0,0.0,0.0,7.97,1.39,14.32,High income,40494.0,549709.76142579,Europe,0.0,3.2807420589980048,63.0,0.0,66699976.0,4.259518231129681,8.497447708983309e-06,4.0,1.0,166.5669825046403,-0.0317023897514712,495.0,16.0,0.1598753383899169,8587.0,462736931.98229647,10.608909093971462,13.217145711424012,18.0157151510657,121.33671380875487,10.128788774404137
GBR,269025.0,0.0,2.0,2.0,7.01,1.17,21.56,High income,42300.0,245398.54909992107,Europe,0.0,3.152897465688315,38.0,0.0,66263548.0,5.462681784008881,1.8401071536738056e-05,3.0,1.0,122.27214756685945,0.0003697880541485,375.0,16.0,0.1698635968029432,3788.0,155551098.45432556,10.65254236503437,12.410638898853211,18.009150500036924,270.0242044748964,12.502559591068593
GIB,269.0,2.23,3.26,7.22,75.09,8.66,44.35,High income,61700.0,7.210305358424977,Europe,0.0,6.888888888888889,12.0,0.0,29273.50390625,35.70857238769531,0.0176683087027914,3.0,1.0,12.50206896551724,-0.0302408235798756,30.0,6.0,0.1939163498098859,10.0,39646.69493601681,11.030039209893479,1.9755113024700726,10.284438082335086,4059.95342098029,5.594711379601839
GRC,81429.0,0.07,2.18,3.96,11.35,2.05,40.12,High income,19583.0,132634.79691096,Europe,0.0,8.206562365964748,55.0,0.0,10527126.0,1.767127751767388,5.8724948759112495e-05,4.0,1.0,129.8605197093708,0.112379960395749,376.0,11.0,0.1623397150361808,3012.0,67971180.74617803,9.882417121916836,11.795354742450742,16.16946591238383,79.36926240454864,11.307486753899465
HRV,20709.0,0.38,2.08,3.96,24.68,1.76,42.89,High income,14853.0,57063.55110818711,Europe,0.0,3.9394222508591064,53.0,0.0,4126226.25,1.99323177507497,0.0002090257329663,4.0,1.0,68.77062654204296,0.0527993859494795,180.0,8.0,0.1598205210838146,1419.0,29085353.23672628,9.605957144029533,10.95192085746449,15.23287380630141,72.3093142622173,9.938323667371586
IRL,31168.0,0.09,2.61,16.55,22.35,1.92,16.55,High income,78661.0,70324.26906654472,Europe,0.0,2.446636731295349,29.0,0.0,5217245.5,1.3544564709771532,0.0001509034574699,4.0,1.0,67.39505604774607,0.0128742758364175,207.0,12.0,0.1378308217277016,907.0,39308655.5117463,11.272902758846767,11.160872239653772,15.467480138593345,74.18840706418368,10.347147206442262
ISL,6452.0,1.75,4.4,9.6,20.94,8.42,36.57,High income,66945.0,102209.2931724683,Europe,0.0,5.8813924399955555,44.0,0.0,329881.3125,0.022119666409554362,0.0006052162095511,3.0,1.0,50.76368698990578,0.070354199850121,142.0,8.0,0.1271474666434115,1045.0,12815526.573376808,11.11162666573148,11.534777883855206,12.706488209658911,3.227508010874874,8.772145439245099
LIE,256.0,8.59,6.82,49.69,56.64,14.88,48.57,High income,173356.0,161.91660789819662,Europe,0.0,15.767272727272728,44.0,0.0,37536.26953125,6.318031546995812,0.0178210929342151,3.0,1.0,15.8914723285764,-0.123260575838197,42.0,6.0,0.2025,36.0,126746.61904399948,12.06310256257072,5.087081436634335,10.533062932034039,231.82470296592763,5.545177444479562
LTU,15084.0,0.27,2.0,2.0,35.11,2.29,31.29,High income,19455.0,65030.77380086922,Europe,0.0,0.3710143615054299,4.0,0.0,2810309.0,0.9297328196433192,0.0002961754140712,3.0,1.0,56.72126681238246,-0.0081198679268327,140.0,16.0,0.1462722852512155,885.0,23774861.872498084,9.875859385418654,11.082615879929252,14.848804999677098,43.21506320385252,9.621389858378247
LUX,6313.0,0.29,2.0,2.0,49.12,1.73,25.98,High income,114705.0,2582.2733426729646,Europe,0.0,2.352343918772953,8.0,1.0,569835.3125,7.628552283653846,0.0007190086268506,4.0,1.0,32.760825362223514,0.035215628203069,93.0,8.0,0.1774055317491235,176.0,3786940.0079389303,11.650118894146436,7.856425430510118,13.25310267262514,220.67195717946407,8.750366278367625
LVA,14066.0,0.31,2.0,2.0,33.39,2.75,25.11,High income,17836.0,64705.997807738626,Europe,0.0,0.3220317951562751,4.0,0.0,2375729.25,0.48322054679279486,0.0003122704620071,4.0,1.0,61.68006772268518,0.0465772968633307,158.0,10.0,0.1373164878599661,849.0,24913578.5424005,9.788974165747367,11.077609178012207,14.680815000951446,36.715750169853195,9.551515816867964
MCO,339.0,0.88,25.0,25.0,35.1,14.2,35.71,High income,185829.0,2.353956963596267,Europe,0.0,20.8,24.0,0.0,25327.14453125,58.40433247884115,0.0138192491133667,3.0,1.0,12.439403204109086,0.13398406222595,32.0,7.0,0.1916790490341753,14.0,46401.89728965155,12.132582174990773,0.8560977264263863,10.13963200593644,10759.391493953379,5.82600010738045
MDA,7215.0,0.8,2.0,2.0,40.42,3.15,24.61,Lower middle income,4499.0,33893.336446373294,Europe,0.0,2.1145991444735754,10.0,1.0,3717079.0,3.2733472054510955,0.0005448066261171,3.0,1.0,50.68823431381662,0.0692693598563006,140.0,8.0,0.1765336765336765,815.0,11479963.069599072,8.411610428841172,10.430973709043371,15.128448702752753,109.66990534795049,8.88391747120797
MKD,6709.0,1.24,2.0,2.0,33.91,3.48,30.02,Upper middle income,6093.0,24808.9918756569,Europe,0.0,8.78254112161637,40.0,1.0,2089456.625,1.059310134363088,0.0006528607396175,3.0,1.0,47.08097117730283,0.1108837717202442,120.0,10.0,0.1626180836707152,603.0,8373248.546389885,8.714895850248494,10.11896144206974,14.552414602099967,84.22174651321558,8.811205187562887
MLT,2880.0,0.42,2.0,2.0,54.58,2.92,19.7,High income,29416.0,323.13306136971994,Europe,0.0,2.1183294663573085,7.0,0.0,411232.59375,21.507715441035934,0.0015847066999528,3.0,1.0,31.814440199607017,0.062319654660317,93.0,8.0,0.2109579480020939,86.0,584811.6070079781,10.289294022981109,5.778064193097629,12.926914254938017,1272.6416542053523,7.965545573129992
MNE,1421.0,3.03,3.41,14.87,49.75,5.66,40.57,Upper middle income,8832.0,13331.845508449198,Europe,0.0,10.169754987915265,43.0,0.0,607080.25,0.8565902746077636,0.003481511970913,3.0,1.0,25.04425513774145,0.0606593024267193,76.0,8.0,0.1972982580874511,83.0,2955895.4296242334,9.086136768516877,9.497910851335376,13.316416268881238,45.53609998070083,7.259116128097101
NLD,108074.0,0.02,2.0,2.0,11.47,1.08,14.12,High income,52448.0,37666.903302140854,Europe,0.0,0.06596125949313081,5.0,0.0,17144836.0,12.666702115946672,4.596753920006592e-05,4.0,1.0,85.09593137862784,0.1902182305605078,253.0,8.0,0.1846984601745344,1166.0,43247816.90848991,10.867577481543556,10.536537091364355,16.657207578362424,455.1697776287744,11.590571456659344
POL,151980.0,0.01,2.0,2.0,11.83,1.03,16.99,High income,15595.0,312463.9209289624,Europe,0.0,0.7836828658385557,27.0,0.0,38992008.0,2.749451336512799,3.274496651923159e-05,4.0,1.0,112.20269354708194,-0.0248282956276447,277.0,12.0,0.1713107376069914,2799.0,150990375.28265852,9.654705629041903,12.65224428846606,17.478867260017395,124.78883284852813,11.931504212223777
PRT,99422.0,0.04,2.0,2.0,10.61,1.28,27.11,High income,23145.0,91989.72239742505,Europe,0.0,3.7588417457744847,49.0,0.0,10589129.0,3.6531408257164033,5.06565584093184e-05,4.0,1.0,87.31793173312434,0.0125167336090401,237.0,12.0,0.1788759628490823,3291.0,60419711.36760302,10.04953405346537,11.42943213671934,16.175338466791874,115.11208778575907,11.50712869612305
ROU,46520.0,0.09,2.0,2.0,22.73,2.11,23.41,High income,12920.0,238439.72113263997,Europe,0.0,3.6010217762606813,46.0,0.0,25283410.0,1.7807167066823855,9.65073698635096e-05,4.0,1.0,94.93249012404632,0.0280196729003861,238.0,11.0,0.1622519519452336,3319.0,70396037.49557905,9.466531777336593,12.381871815783775,17.0456590073867,106.03690475688515,10.747637606632601
SMR,423.0,4.73,4.17,13.73,67.14,7.53,42.58,High income,48481.0,61.22912750467138,Europe,0.0,5.75,11.0,0.0,33497.91796875,14.405205426897322,0.0103067664043273,3.0,1.0,16.662459491727784,0.03838138900466,53.0,4.0,0.248477466504263,21.0,138191.31268877332,10.788927247593167,4.114623015913757,10.419238565695188,547.0912184106221,6.0473721790462776
SRB,14215.0,0.3,2.23,3.96,27.11,2.28,21.07,Upper middle income,7402.0,78181.5565680294,Europe,0.0,3.9304491725768322,40.0,1.0,7019182.0,1.9381739298789074,0.0003409515067897,4.0,1.0,50.22659853009245,0.034566213854023,142.0,10.0,0.1801014948044326,480.0,20254159.161744133,8.909505512946101,11.266789049202842,15.764157244995996,89.78053530940235,9.5620530240851
SVK,15769.0,0.47,2.0,2.0,28.45,2.46,24.99,High income,19329.0,49089.029492995636,Europe,0.0,4.656144006482607,36.0,1.0,5431967.0,3.1227553035315525,0.0002668426281343,4.0,1.0,77.87963950642254,0.0633136807457096,217.0,8.0,0.1764014879592769,1433.0,19957970.294775877,9.869361837806752,10.801390856903433,15.50781187309176,110.65541641590349,9.665801266405587
SVN,7666.0,0.56,2.14,3.96,30.81,3.01,38.04,High income,25739.0,19966.597709720154,Europe,0.0,7.625011195032391,53.0,0.0,2151846.5,2.4491460724801573,0.0005746111948742,3.0,1.0,47.06663458558248,0.0358687206409441,142.0,8.0,0.1525997742213958,500.0,10239049.258616492,10.155762630356586,9.901816041826136,14.581836868723496,107.77231711101369,8.9445502459405
SWE,77392.0,0.06,2.0,2.0,14.19,2.71,36.55,High income,51610.0,449939.4390992,Europe,0.0,2.6322569495920467,45.0,0.0,9960313.0,0.5463613739089922,6.149840234315143e-05,4.0,1.0,124.67554974980293,0.0087582947505995,358.0,12.0,0.1385821161382258,2812.0,112649436.58344053,10.851470731142772,13.016868272910276,16.114119054769816,22.137008082556658,11.256638695062765
UKR,75501.0,0.1,2.31,7.76,19.05,3.03,24.71,Lower middle income,3659.0,602504.8649988109,Europe,0.0,1.0594543650420774,39.0,0.0,44133864.0,2.1997495698667864,5.662197355500728e-05,4.0,1.0,129.28975072285823,0.071006513660673,340.0,9.0,0.1314118919801596,6275.0,146907315.47593078,8.204945165019208,13.30885101900117,17.602737936895966,73.25063508007874,11.231901180182515
RUS,260683.0,0.17,4.96,41.6,8.68,3.85,45.45,Upper middle income,11585.0,18767331.869129494,Europe,0.0,2.8428788836195014,60.0,0.0,140938592.0,0.16782554614928208,1.605860619572608e-05,4.0,1.0,331.32359724400624,0.1181867049616832,1367.0,12.0,0.1306639583309692,25975.0,644012600.0897533,9.357466436866476,16.747628249770784,18.763834835746554,7.509783115831761,12.47106038874284
NOR,45616.0,0.34,4.99,28.51,14.87,3.97,30.73,High income,75420.0,325694.26534199296,Europe,0.0,7.98268655963187,58.0,0.0,5092908.0,0.3799805036824336,0.000104631975148,4.0,1.0,129.62728557305718,0.0233586842967492,471.0,18.0,0.1928246180963572,2964.0,51286491.81764931,11.230827770812349,12.69371438393091,15.44335954169416,15.637082202390724,10.728013811152453
ITA,356087.0,0.01,2.0,2.0,4.48,1.24,26.44,High income,33190.0,301258.6139324879,Europe,0.0,7.819737489538693,62.0,0.0,61023956.0,4.628775680468764,1.4154503890582074e-05,4.0,1.0,135.82957117309792,-0.0423342210142022,457.0,16.0,0.1964683774469153,6061.0,195439273.79774755,10.41000390471402,12.615724357344966,17.92677706635423,202.5633564578355,12.782930362000217
CAN,223572.0,0.1,4.07,49.21,6.91,3.88,49.21,High income,46195.0,10372618.54434799,North-America,0.0,3.289146971368341,82.0,0.0,35866196.0,0.09369169969307212,2.2082424961223383e-05,4.0,1.0,274.8646034540216,0.1074758243632781,821.0,16.0,0.1522161622526175,9095.0,344297768.02718604,10.740626846104846,16.154680059839013,17.395305794261166,3.457776437709973,12.317488788808355
GRL,108.0,13.89,12.62,37.74,57.41,17.64,43.25,High income,54471.0,2154641.829283569,North-America,0.0,3.1278734304959674,82.0,0.0,45277.25,1.600677240023619e-06,0.0434607645875251,3.0,1.0,9.940845070422537,-0.1268801662225042,27.0,8.0,0.1353383458646616,26.0,24729.62036067282,10.905423728938777,14.5831350631977,10.72055997781718,0.021013817417187594,4.68213122712422
MEX,275876.0,0.03,2.0,2.0,6.6,2.56,34.06,Upper middle income,9863.0,1976578.830688695,North-America,0.0,4.753729577647475,55.0,0.0,132351520.0,0.72275635165679,1.785248856072316e-05,4.0,1.0,192.17792295422703,0.1644096381385564,718.0,21.0,0.1084364257188894,9597.0,310392708.6907726,9.196545660953994,14.496878044904658,18.700971971271095,66.95989957247748,12.527706768382554
USA,79411.0,0.04,2.0,2.0,99.89,1.13,10.67,High income,65118.0,10135548.43329029,North-America,0.0,3.5111392637089764,86.0,0.0,334812352.0,1.4942538599424666,2.5201646939767524e-06,4.0,1.0,349.094447739049,0.1181373654095658,925.0,20.0,0.1195124835506652,42344.0,2246512380.9772425,11.08395628767407,16.13155944921034,19.629080789566903,33.0334716669407,11.282392176682402
AUS,218551.0,0.04,2.13,5.88,5.85,1.65,32.87,High income,54907.0,7884562.122102202,Oceania,0.0,0.8419852071546878,36.0,0.0,21139720.0,0.12063710903150003,2.3594582554294542e-05,4.0,1.0,145.48079091990166,0.0131155281167627,355.0,12.0,0.166354122557619,5029.0,318629738.9102234,10.913396123923341,15.88041724381281,16.866664293285538,2.681153331361371,12.294774675892981
NZL,21598.0,0.19,2.09,3.96,14.86,4.21,32.65,High income,42084.0,269109.0524129092,Oceania,0.0,8.109697109294023,56.0,0.0,4296204.5,0.40074630055944627,0.0002293579296898,3.0,1.0,77.26376496425625,-0.0145933036049056,241.0,10.0,0.1929967997383727,495.0,18279966.15917853,10.647422899928179,12.502871975736376,15.273242516458735,15.964548429266848,9.980355996792705
ARG,110573.0,0.05,2.0,2.0,12.54,2.82,19.17,Upper middle income,10006.0,2788217.5695466255,South-America,0.0,2.5611284413471918,61.0,0.0,44123060.0,0.17600009602227074,4.558329033036018e-05,4.0,1.0,130.2677867321767,0.0603255670876217,416.0,12.0,0.1380001270836422,3935.0,203534692.19307283,9.21094019204815,14.840913085675226,17.602493106245536,15.824826757394895,11.613431215301867
BOL,19440.0,0.9,5.45,28.51,17.48,6.75,37.41,Lower middle income,3552.0,1085775.7910499207,South-America,0.0,3.6462090725967924,61.0,1.0,11359487.0,0.05397277538061064,0.0002449562790213,4.0,1.0,77.27927877411882,0.1486646015524483,233.0,12.0,0.1388950357748764,1099.0,52342730.27054402,8.17526610411206,13.897805304247958,16.2455638117869,10.462092720832937,9.87508807801443
BRA,50577.0,0.03,2.83,5.88,7.97,2.33,16.46,Upper middle income,8717.0,8705313.825675724,South-America,0.0,1.536519852311565,45.0,0.0,210503056.0,0.23399311604680031,7.441162944913879e-06,4.0,1.0,334.60029126632253,0.1353121366109674,927.0,16.0,0.1507930236823352,18662.0,667610637.6181787,9.073030421011577,15.97944418173227,19.165010728796055,24.180984191418318,10.83125220648391
CHL,72843.0,0.13,2.21,5.88,10.63,6.57,49.45,High income,14896.0,758053.1752118956,South-America,0.0,9.598054079697235,64.0,0.0,19791484.0,0.1523366112243927,6.83865822151569e-05,4.0,1.0,212.9297914138361,0.1914192948707277,744.0,12.0,0.1207405569683061,2248.0,84178480.83504584,9.608847999516849,13.538508814158558,16.800762302134693,26.108305653449396,11.196061719154867
COL,47714.0,0.17,2.21,5.88,11.82,5.77,23.05,Upper middle income,6432.0,1139477.7793219604,South-America,0.0,3.929431900270067,59.0,0.0,59569544.0,0.13171769299109437,0.000107354625454,4.0,1.0,98.5924352833394,0.1117369041261479,244.0,16.0,0.1092244758496977,1207.0,60939586.91115141,8.769040810858803,13.946080627102104,17.902654994715743,52.27793387550437,10.772980134861644
ECU,24312.0,0.25,2.03,3.96,18.07,3.42,25.78,Upper middle income,6184.0,256814.08018880684,South-America,0.0,6.708126540509128,52.0,0.0,16943984.0,0.23987295693016913,0.0002016209872918,4.0,1.0,82.94558851463624,0.137683446311152,207.0,11.0,0.1235480464625132,1194.0,34739103.47841767,8.729720590267258,12.456107678690532,16.645423402535815,65.97762859241585,10.09872533459663
PER,47539.0,0.24,2.02,3.96,12.81,5.56,38.32,Upper middle income,6978.0,1294869.8023972346,South-America,0.0,6.951425849385033,67.0,0.0,34037164.0,0.08152057870454361,9.49835216007671e-05,3.0,1.0,117.58923462692282,0.177553928172321,372.0,16.0,0.088151299685278,3983.0,124015105.44815406,8.85051762174672,14.073920709372029,17.342963544450132,26.286167101113865,10.769305705774984
PRY,9960.0,0.32,3.02,22.85,20.29,5.23,30.89,Upper middle income,5415.0,399923.3754213821,South-America,0.0,0.45601415767540104,16.0,1.0,7218738.0,0.10605890422157836,0.0005213166427564,3.0,1.0,55.64824321787199,0.0830761687493957,128.0,14.0,0.1259293465712306,255.0,22198928.48046131,8.596928159435091,12.899028246293337,15.792190703347297,18.05030274210385,9.206332350578643
URY,9702.0,0.53,2.0,2.0,23.26,4.2,22.89,High income,16190.0,177422.2280659098,South-America,0.0,0.7972501188797262,11.0,0.0,3317817.5,0.27496234732015284,0.0005456181664867,4.0,1.0,56.84421364117401,0.0095514857623282,133.0,12.0,0.1635139008311837,279.0,12392929.117509289,9.69214904667168,12.086287640139732,15.014817745205942,18.70012306895097,9.180087328805161
VEN,31109.0,0.26,2.34,7.76,15.64,4.36,35.29,Upper middle income,16054.0,916634.6382576794,South-America,0.0,3.0947816955075185,56.0,0.0,30672824.0,0.22352570885627368,0.0001605547455735,3.0,1.0,81.39948457741069,0.1235911690725582,193.0,17.0,0.1303632320237212,790.0,48092456.84380984,9.683713318691522,13.728464240281694,17.23888760879977,33.46243172558074,10.34525244536991
